transaction_id,user_id,product,category,quantity,amount,payment_method,transaction_date
214edb23-3a97-4789-b203-d2cc579c9b5d,b9d1e9c7-a7bf-43e0-b7c4-f046f3741f33,Write,Electronics,2,13.6,UPI,2023-09-01
c75dcaf3-639d-40b0-9673-20e56205494f,700d4f6b-801f-4f55-867e-4b5f5845988b,Reason,Clothing,4,865.5,Credit Card,2024-06-02
5518bcc1-3eed-4507-b47d-bcca69211d48,5dd3313e-f4ed-4334-9bed-c8a5a4656666,Answer,Groceries,2,138.2,PayPal,2025-02-10
c8414f96-07f2-480c-8d87-64a1b92448a2,3dcc442c-8603-4a4b-b632-f6e442989fbe,Notice,Toys,1,789.97,UPI,2025-07-06
71a6f242-5f2b-4417-bd4d-711fe2bd3724,5d220cc6-764f-40ed-8fbf-234185543017,His,Groceries,5,394.39,Debit Card,2024-04-26
50c89b84-3f02-4c09-be07-9ddd680339ad,e87dde26-3fbf-4045-b108-a7ae63e0cbdd,Wear,Groceries,5,559.35,Debit Card,2022-11-21
64833b8a-d6dc-41be-b932-2c8039af2a4e,a9a0cd15-fb59-4096-a8b6-f30cb6a7fc88,There,Electronics,3,996.86,Credit Card,2022-06-13
f55e960a-b911-42af-8690-4861987a486b,3d011373-7d1c-4b86-a677-de9c4c814073,Friend,Toys,4,641.62,Cash,2024-05-25
1fc06f56-f892-4a48-80af-bf8bbb4f06c6,9800db23-cc95-4073-8c87-1c1389cfa046,Result,Electronics,4,701.39,UPI,2024-01-12
ef0b0eb5-85a3-4e57-9abc-1dfb805d9620,0a579fa4-2ced-47eb-a799-b3d21f0ca00c,Present,Groceries,5,977.2,Debit Card,2023-10-16
36d8b615-3592-448e-b910-cf2d8f392728,74331c98-96b1-4b81-a526-c33b56488719,Hot,Books,2,356.59,Cash,2021-12-12
640528c8-ea40-49b3-a4e9-ba2de0c2c881,b389cffd-8605-4675-aa64-343ba5629701,Interview,Toys,2,557.1,Credit Card,2023-04-04
60e1654e-5ae8-4545-b82d-8612911b09f5,494e49b7-3c00-4b1f-b358-775afb2b407c,Time,Groceries,2,397.6,UPI,2023-09-28
8f63d1ee-6f60-4320-88f6-a282cada49b4,0d462a11-56ba-42ea-aaa4-9c48dac23106,House,Clothing,4,629.12,Cash,2024-03-27
af01a1f7-824e-4b1a-bfcf-a3e714fc906d,5d220cc6-764f-40ed-8fbf-234185543017,Mean,Groceries,4,620.85,PayPal,2024-10-20
09932c0c-8966-49b8-becf-14cc88c247b6,494e49b7-3c00-4b1f-b358-775afb2b407c,Teacher,Toys,4,231.9,PayPal,2023-09-07
b482ff55-c939-4bd1-9421-104ce9360e7b,b389cffd-8605-4675-aa64-343ba5629701,Clearly,Electronics,5,460.91,UPI,2025-06-02
718555ce-9fb3-4b14-b16f-1edc19e88120,4322e9d7-59f0-4e89-9374-7892f77f0f48,Difficult,Groceries,5,407.18,UPI,2023-11-04
ce92665d-a760-4304-86ee-04e65efda599,33568a3a-7d65-4114-a8ef-7a21de4436de,Line,Electronics,2,777.28,Debit Card,2025-02-25
67c2d7ba-29f0-4dd9-91a4-600638519508,7f0dad16-8085-4218-96e0-98ba4aed89d1,Religious,Books,1,964.58,Credit Card,2024-11-03
eed4a749-7c5c-42be-8154-ceb1b703b853,6b7032a1-81f8-46e9-99b8-fb3a6c521fd9,Also,Books,2,528.8,Credit Card,2022-08-19
372f2120-a4f8-4a53-b123-0ade408df99f,9bb5eaba-0820-4698-a76c-5d27c5924201,Prove,Electronics,4,821.89,Cash,2022-02-17
4bd0af79-49ed-43c9-bd7d-70822713e59b,f5e3c0e3-a30a-4f63-acc3-6917ade90af6,Course,Toys,2,71.91,Credit Card,2023-03-16
ea33c074-b1a0-4d7a-9b14-a54f2625efca,31473864-8b94-4761-ab2e-f389ebdb6d27,Nearly,Electronics,3,460.49,Cash,2024-07-06
aa63f956-443a-469a-9adc-2b16d22853a7,33568a3a-7d65-4114-a8ef-7a21de4436de,Form,Clothing,5,408.75,Cash,2020-09-17
439a165d-e823-41aa-856d-fb6b6ff92edd,74331c98-96b1-4b81-a526-c33b56488719,Long,Books,2,900.26,Cash,2023-08-29
9e7f6c27-434a-488a-b393-7d58ce3ea03f,f05383be-6ca3-4507-88ee-4830b0970b4b,Moment,Electronics,1,803.79,UPI,2023-11-13
430601a1-15f2-48ec-8efa-61174f781f06,494e49b7-3c00-4b1f-b358-775afb2b407c,Throughout,Clothing,2,132.66,PayPal,2024-04-12
2e1c59c8-57b9-40b2-b651-c29b73289bd1,b6792608-4df6-44e6-aa84-7d766f29b5e2,Staff,Clothing,1,539.7,Credit Card,2023-12-31
db5145ed-6b7a-4f39-98bd-3a1b94b29d37,069c8224-cb3c-47c7-b466-117ec2745950,Movement,Books,4,278.92,UPI,2022-09-20
fd6e7a32-e3da-4dbb-b1bd-a47531eff39d,2c5eb25a-fcfc-4fc5-b51a-27f89378a777,Measure,Clothing,3,734.31,Cash,2024-02-02
817b0feb-3b51-40dd-b2ae-619614e9d19d,0d462a11-56ba-42ea-aaa4-9c48dac23106,Them,Toys,2,790.65,Debit Card,2020-05-02
e159c78a-2a8c-481d-a470-5f4bb3ef91f2,7acba00e-2df3-4100-82e0-7b503aaca9a1,Stop,Electronics,5,637.8,UPI,2023-06-26
d6f8b37f-f5d5-49cf-ade3-d84b59472bc5,646bc120-6f20-4335-9dd3-9ed81e4c3e1c,Civil,Groceries,1,503.19,Credit Card,2025-05-07
65346b8a-90e9-48ef-931e-984c83b2bdfa,ecd31759-22f4-4b52-b721-52c7b8e09ba7,Culture,Toys,5,121.55,PayPal,2024-04-13
8113ef53-6ec6-4c5f-988b-95ea6a31ecca,ee7b9b78-51fe-440e-bf42-6e39a664e3ae,Then,Groceries,1,291.38,UPI,2023-03-20
af0d1e54-88bd-4407-93e7-d59d8f78bef5,31473864-8b94-4761-ab2e-f389ebdb6d27,Plan,Groceries,2,196.56,Debit Card,2023-01-09
676ccbf5-4c44-4474-9e34-60a2507cc926,3dcc442c-8603-4a4b-b632-f6e442989fbe,Not,Toys,5,214.88,Credit Card,2025-05-09
4c1df7fa-8a3f-4724-a27e-8dd0c2b78604,e9a38afa-d88f-481e-8eed-7060ec3fd648,Never,Electronics,4,366.55,Debit Card,2025-05-25
6e4d8893-b639-4062-ba23-43b18dd40b1c,c5527c69-9341-4fb2-bc5d-0466b42c011f,Myself,Electronics,3,925.77,Credit Card,2021-05-18
ceb31865-032f-4628-a5ad-fd3b128c663d,8b9e3c5e-3e3a-488a-a8bf-559bd5e12cdf,Apply,Books,5,996.81,PayPal,2023-11-28
15546481-a79a-47b4-b036-12383ee7e091,069c8224-cb3c-47c7-b466-117ec2745950,Adult,Toys,1,640.2,Credit Card,2023-06-18
f6069010-daf4-4149-9394-aa4ab975bb47,e3a41242-fe31-40a8-9914-780803570d36,Win,Books,4,419.79,Cash,2024-03-06
98c6b84f-f5bf-4682-b557-05ff96f8ec36,f5e3c0e3-a30a-4f63-acc3-6917ade90af6,Then,Electronics,4,465.8,PayPal,2021-02-13
e2a33db0-0c9b-44dd-903c-19b32ff173dc,8b9e3c5e-3e3a-488a-a8bf-559bd5e12cdf,Probably,Clothing,1,156.66,UPI,2024-01-19
4efa333f-ffad-4e3b-8a4d-a3f6f69a723d,069c8224-cb3c-47c7-b466-117ec2745950,Interesting,Clothing,4,331.79,Credit Card,2023-08-05
b22299c7-4b18-4d75-bb54-58c960837451,f5e3c0e3-a30a-4f63-acc3-6917ade90af6,Run,Groceries,4,431.76,UPI,2021-05-20
a8a0870c-5623-4e12-85e9-10711c921374,5dd3313e-f4ed-4334-9bed-c8a5a4656666,Trial,Toys,1,865.5,Credit Card,2023-05-14
0bccb238-a84b-4f2d-878b-0bcf33333f83,700d4f6b-801f-4f55-867e-4b5f5845988b,Off,Clothing,3,219.26,Debit Card,2022-05-22
88ccf8cc-4fa9-4cad-a507-a71cee66d9b0,71b6dfed-6bf8-42f3-a0df-687f62cdb02d,Vote,Electronics,2,43.98,UPI,2025-01-20
3a7aad0a-6b42-4cc2-a636-969e33030315,e4d9d99a-2dca-4bc6-bb88-76a93188c57b,Sell,Books,5,424.56,Credit Card,2025-04-16
fcd59ead-5f66-4668-979d-fef2682c74e3,ee7b9b78-51fe-440e-bf42-6e39a664e3ae,West,Books,3,634.46,Cash,2025-03-31
7b7031ad-fa8f-4ebb-b621-b05976e7a53c,b9d1e9c7-a7bf-43e0-b7c4-f046f3741f33,Local,Electronics,1,213.88,Credit Card,2022-12-28
3140c580-75d2-421d-aefa-0d497c815eb7,c5527c69-9341-4fb2-bc5d-0466b42c011f,Family,Groceries,1,755.12,Cash,2025-02-21
623e8044-7171-426e-82be-871b17e16237,132bdfdc-2c4f-4f02-b081-befeac4926e5,Experience,Books,3,587.49,Cash,2023-11-14
d7bc37be-767f-4944-94c3-d6ac4b7dbde7,f5e3c0e3-a30a-4f63-acc3-6917ade90af6,Discussion,Toys,1,859.61,Cash,2021-06-16
90a97789-7e09-464f-94f1-573a2afa7be8,2c5eb25a-fcfc-4fc5-b51a-27f89378a777,Personal,Groceries,1,306.4,Cash,2024-04-27
662dda12-daf9-471a-93fa-e4531fbf929c,54a1ea3b-91fc-4889-a88e-d13eb0d66f46,Security,Toys,2,773.68,Credit Card,2022-05-14
a3125ec3-3a40-483e-a955-9f0baa47a249,71b6dfed-6bf8-42f3-a0df-687f62cdb02d,Perhaps,Clothing,5,992.6,Cash,2022-05-12
55a3c0d4-dbfe-49c6-a18e-fbf40c01a331,a9a0cd15-fb59-4096-a8b6-f30cb6a7fc88,Big,Groceries,5,600.86,Debit Card,2022-08-15
97afb991-a40c-4db2-8d9f-2941ea6a37b0,8b9e3c5e-3e3a-488a-a8bf-559bd5e12cdf,Meet,Books,5,437.11,PayPal,2024-01-13
b5ddc6c7-8c77-4f6b-a134-0745a6ec468b,3dcc442c-8603-4a4b-b632-f6e442989fbe,Fear,Clothing,3,527.69,UPI,2025-05-17
bd9ca1ea-dd05-4fdd-8706-84eb0bff1fb6,71b6dfed-6bf8-42f3-a0df-687f62cdb02d,Team,Groceries,5,72.8,UPI,2024-09-01
4767f22a-efa1-47a7-ab47-2401f11b8171,e87dde26-3fbf-4045-b108-a7ae63e0cbdd,Year,Books,3,986.67,Debit Card,2023-06-25
4ef53798-a521-4eb0-b408-03438ee53ca2,c648bd35-9171-450f-8828-3a95a227a8e7,Mind,Electronics,1,889.37,Cash,2023-01-20
4f3c6379-fef8-4487-8f54-18982fdba594,c648bd35-9171-450f-8828-3a95a227a8e7,Claim,Groceries,2,832.44,PayPal,2024-09-25
f90596ec-e2c1-4c9b-a6e7-f4356ed33470,646bc120-6f20-4335-9dd3-9ed81e4c3e1c,Law,Electronics,3,583.62,Cash,2024-09-24
8f1b27ea-d304-49e3-8284-1952fd36170b,a9a0cd15-fb59-4096-a8b6-f30cb6a7fc88,Whole,Toys,3,94.47,Cash,2025-06-26
5ab732b5-5072-46d9-8b94-b181f8bf93d2,c648bd35-9171-450f-8828-3a95a227a8e7,Mr,Toys,2,910.56,UPI,2023-05-26
448540cb-f0b6-442e-8366-cc673141a8ca,33568a3a-7d65-4114-a8ef-7a21de4436de,Together,Groceries,5,814.66,UPI,2024-05-05
27c1e9a3-5e7d-498a-a9af-b09280b7dd2b,54a1ea3b-91fc-4889-a88e-d13eb0d66f46,Health,Books,4,389.77,Cash,2021-05-15
3bd2e7f9-8ec8-464f-aa28-321c6cdcf6c8,c5527c69-9341-4fb2-bc5d-0466b42c011f,School,Groceries,4,966.2,Cash,2024-11-19
94ac2efb-1107-4483-815a-529d67f462c1,74331c98-96b1-4b81-a526-c33b56488719,Generation,Groceries,5,738.56,PayPal,2022-07-29
f695244a-6e26-4c4c-8803-431b7e5adba6,748cc479-4431-4b52-aa2c-3e314834ff76,Particularly,Toys,2,925.64,PayPal,2025-07-17
2f580615-4f84-4745-b2a1-3693a2987c4e,c5527c69-9341-4fb2-bc5d-0466b42c011f,Offer,Books,3,521.16,UPI,2021-09-11
82c1a8f1-df9e-43d4-a974-3b50a7f07e7d,e3a41242-fe31-40a8-9914-780803570d36,Environment,Books,2,252.73,Cash,2024-07-21
d1152dae-f9de-4200-927d-e6438fd67f73,7eea8b53-53dd-4986-a446-2c686297edc9,Might,Toys,3,988.75,Credit Card,2021-01-19
95b34d76-66ba-4769-bf5c-29530e419928,e4d9d99a-2dca-4bc6-bb88-76a93188c57b,Purpose,Clothing,1,457.1,PayPal,2025-02-01
ec9cb747-0fab-411d-bb8a-57bccef7e96b,a9a0cd15-fb59-4096-a8b6-f30cb6a7fc88,Eye,Groceries,3,278.67,Credit Card,2025-01-01
54020453-3324-4310-b30b-06548c1d3037,3a7671e7-7d0f-4a4d-a2a2-6dce1c9f2b3b,Because,Electronics,4,558.92,PayPal,2021-02-19
b05db6a7-9a12-4fa3-a2f0-d7b232d06382,d658bf1c-4e4f-4c6f-9180-a7de627299b5,Plan,Toys,3,765.18,Credit Card,2023-01-30
c52473d5-2bbc-4bd5-b6d7-5497d380330d,33568a3a-7d65-4114-a8ef-7a21de4436de,Watch,Electronics,3,333.23,Cash,2024-07-02
2bf4a667-e0e8-46a7-a914-c827131cbd69,f05383be-6ca3-4507-88ee-4830b0970b4b,Like,Electronics,3,298.66,UPI,2021-04-06
9f77fc6f-4237-4be4-b579-6407168f6700,0a579fa4-2ced-47eb-a799-b3d21f0ca00c,Include,Electronics,5,91.36,PayPal,2022-02-09
2d7acb78-9016-4530-9ed5-4de2933d46c1,a9a0cd15-fb59-4096-a8b6-f30cb6a7fc88,Attorney,Toys,3,450.72,PayPal,2023-05-04
b915e541-0a8b-4695-8691-ae27ecea8822,6bbaac2f-6cc2-4fb2-9804-274630f1b338,Pattern,Clothing,1,249.9,UPI,2025-07-29
b6878202-dbf3-4e59-ad30-625dc79a8fc6,e87dde26-3fbf-4045-b108-a7ae63e0cbdd,Likely,Clothing,2,627.7,Cash,2025-07-22
e84cd17f-0fe5-423e-bf0d-c5902d724738,74331c98-96b1-4b81-a526-c33b56488719,Personal,Toys,4,314.46,Credit Card,2022-07-22
ab53b09c-7b27-4800-ae84-30b9f5cbde9a,cf0500bc-553c-49e0-8305-7bd8f1aa6edb,Both,Toys,2,928.8,UPI,2024-07-20
9929e486-235d-4458-9d14-1d9777d28bae,5dd3313e-f4ed-4334-9bed-c8a5a4656666,Business,Books,1,318.83,Credit Card,2023-01-05
041108f6-2715-439c-9c55-9b07b02bef27,3d011373-7d1c-4b86-a677-de9c4c814073,From,Electronics,5,542.82,UPI,2023-09-10
04e3fe26-49f8-414f-8406-f30a64c7c955,4322e9d7-59f0-4e89-9374-7892f77f0f48,Arrive,Clothing,3,227.62,Cash,2024-06-26
d2479b34-0a8c-46f7-90db-ee0e0de3844f,33568a3a-7d65-4114-a8ef-7a21de4436de,Happy,Toys,2,694.74,PayPal,2023-09-10
2ace2681-eab7-4b02-9607-c618d1a2a12d,7f0dad16-8085-4218-96e0-98ba4aed89d1,You,Clothing,4,11.17,PayPal,2023-11-12
7e2f80a3-f552-4e9b-8841-aa412920ef2c,789d76dc-98d7-4602-ad32-d9671afa58c4,Site,Clothing,4,881.3,UPI,2024-09-25
d873e080-74d3-47c5-aa9a-b0cfbbfad06d,0d462a11-56ba-42ea-aaa4-9c48dac23106,Laugh,Toys,4,334.62,Debit Card,2023-06-03
1b3c74b4-e8bd-40d5-aa02-7f8214fd4a32,ee7b9b78-51fe-440e-bf42-6e39a664e3ae,Those,Books,3,415.29,Credit Card,2025-02-24
ed6c4c91-3563-40ad-8ad9-ab97e033b566,3dcc442c-8603-4a4b-b632-f6e442989fbe,Use,Clothing,5,945.54,Credit Card,2024-11-14
83221bd6-1d04-4733-928a-c1e8e9aeb50a,494e49b7-3c00-4b1f-b358-775afb2b407c,Live,Toys,1,399.31,PayPal,2025-03-27
5d50149f-dbf6-4c96-96ca-9307518e9b5d,b6792608-4df6-44e6-aa84-7d766f29b5e2,Put,Groceries,5,15.74,Cash,2021-02-28
a277dc93-f40d-42e4-9943-fcc2c64ca286,1dd67d35-7b98-4ce7-8da0-0bc0d015634d,Never,Clothing,2,112.28,PayPal,2022-04-21
98b7cb8e-9669-423f-beaf-55cd7d63764d,3dcc442c-8603-4a4b-b632-f6e442989fbe,Effort,Books,2,915.28,Cash,2025-01-10
ae68f4f5-5a95-4274-b076-17fdfa4923be,1dd67d35-7b98-4ce7-8da0-0bc0d015634d,Measure,Groceries,2,408.26,Credit Card,2021-06-08
c88b998e-c974-4c3e-b720-6d62a8a00d98,9800db23-cc95-4073-8c87-1c1389cfa046,Page,Books,3,817.42,Cash,2021-06-27
b5f25d6d-0e6e-472c-b7f2-21511d110ac9,2c5eb25a-fcfc-4fc5-b51a-27f89378a777,Large,Groceries,5,892.5,Debit Card,2025-01-28
8dc9f326-27af-4d76-ad40-869846190251,a9a0cd15-fb59-4096-a8b6-f30cb6a7fc88,Race,Books,2,722.97,Debit Card,2025-03-29
73a754ae-3c97-499b-b511-a2d50fee9c5b,748cc479-4431-4b52-aa2c-3e314834ff76,Her,Groceries,4,407.29,Credit Card,2025-06-03
95038b75-02fe-46d7-b8d6-ebb85fbd2ba9,6b7032a1-81f8-46e9-99b8-fb3a6c521fd9,Blood,Groceries,1,799.52,UPI,2024-04-05
871aec98-b519-4386-87a1-21d12ad2b76d,cf0500bc-553c-49e0-8305-7bd8f1aa6edb,Such,Electronics,3,754.14,Cash,2020-11-28
535bd5c0-4108-4f60-ac03-e1b2c3d7bfe7,789d76dc-98d7-4602-ad32-d9671afa58c4,Music,Groceries,1,827.38,Credit Card,2023-12-26
82cd1c11-a151-4fac-8193-8f5334182f89,4322e9d7-59f0-4e89-9374-7892f77f0f48,They,Books,1,735.15,Cash,2024-08-16
8de9fda5-ef56-481b-8c43-9a5b93e8577e,74331c98-96b1-4b81-a526-c33b56488719,Factor,Electronics,3,643.9,Debit Card,2022-11-01
cb4da74d-617c-43dc-ba7e-f893ac676e2f,33568a3a-7d65-4114-a8ef-7a21de4436de,Something,Groceries,1,440.24,UPI,2023-04-23
7879831f-e4ce-4dd4-8f76-13700493ff62,b6792608-4df6-44e6-aa84-7d766f29b5e2,Father,Books,2,991.41,PayPal,2020-06-17
a982b090-4c04-434b-8b54-e300a94f14ce,42dd8d94-ccc3-440e-b744-d32c960b3f38,Manager,Toys,2,904.73,Credit Card,2025-05-21
bc72ce8a-e5cd-4baa-8e44-b127946f1ba2,8b9e3c5e-3e3a-488a-a8bf-559bd5e12cdf,Lead,Toys,3,487.49,Debit Card,2025-05-26
3838a298-7861-4fff-be4f-035e3a35c34e,069c8224-cb3c-47c7-b466-117ec2745950,Door,Books,3,911.71,Debit Card,2022-10-17
3b286150-3bf8-4a55-b7c1-c39deb245e8a,d658bf1c-4e4f-4c6f-9180-a7de627299b5,May,Electronics,5,402.83,Debit Card,2025-06-05
401c4df3-69e4-43c6-af52-a743b8e5270e,8b9e3c5e-3e3a-488a-a8bf-559bd5e12cdf,Activity,Toys,4,331.11,Cash,2024-10-23
3782722b-b9d5-49c7-95a6-6292503cb59b,573a1334-f217-45b7-84af-e5671c2b3044,You,Groceries,5,851.65,UPI,2022-09-24
a6e2509b-eb79-4cce-94ca-41ee5cf10d2b,9800db23-cc95-4073-8c87-1c1389cfa046,Represent,Groceries,4,412.59,Credit Card,2024-01-30
b41c3a0d-1b75-4945-a566-2e493c8f136f,132bdfdc-2c4f-4f02-b081-befeac4926e5,Group,Electronics,2,427.55,Cash,2021-07-18
2f58037f-6e1f-465d-b155-68972d572f75,3dcc442c-8603-4a4b-b632-f6e442989fbe,Mouth,Clothing,1,222.9,Credit Card,2025-02-05
4a0559aa-b1eb-49b2-a5c1-7909eb9e7cd8,cf0500bc-553c-49e0-8305-7bd8f1aa6edb,Force,Groceries,3,578.87,Credit Card,2021-12-22
c09fa3e1-e1ea-4a6e-bb21-5aeb28edf0fc,c5527c69-9341-4fb2-bc5d-0466b42c011f,Form,Electronics,2,566.54,Credit Card,2024-06-23
75eedcd8-d003-4780-8ab7-02eca9561c5e,573a1334-f217-45b7-84af-e5671c2b3044,Work,Toys,4,423.2,PayPal,2024-06-19
594e22f6-bc83-437c-9d2c-32fc361c7119,6b7032a1-81f8-46e9-99b8-fb3a6c521fd9,Involve,Clothing,2,708.63,Cash,2024-11-03
17e5a890-cb74-4f10-be0a-b9608ad22051,b6792608-4df6-44e6-aa84-7d766f29b5e2,So,Electronics,3,874.21,PayPal,2023-09-14
0fa4097a-c4cc-49bb-851e-e7f2c077593b,5d220cc6-764f-40ed-8fbf-234185543017,Easy,Toys,1,848.68,Debit Card,2024-08-14
b1af8d18-00df-4944-955c-d44157b49142,7eea8b53-53dd-4986-a446-2c686297edc9,Church,Groceries,2,423.94,Credit Card,2020-10-09
a4945cf2-5b96-4387-aede-b2876ca195a1,a9a0cd15-fb59-4096-a8b6-f30cb6a7fc88,Fill,Groceries,3,239.99,UPI,2023-11-06
ef5ae03d-1814-48ad-8ae0-7ea2becd8215,af28319b-c73c-4ec0-8ccc-9cf7117eeea7,Church,Clothing,2,933.23,Credit Card,2025-03-15
ceaef257-6268-4f55-bd52-96daa658931e,e4d9d99a-2dca-4bc6-bb88-76a93188c57b,Employee,Groceries,1,171.34,UPI,2023-12-26
95607a55-f913-4e71-993c-883c3ca8d5a0,54a1ea3b-91fc-4889-a88e-d13eb0d66f46,Deep,Clothing,5,894.57,PayPal,2023-02-21
48daa900-3602-4078-ae71-14d27468b93a,8b9e3c5e-3e3a-488a-a8bf-559bd5e12cdf,Land,Groceries,3,935.36,Credit Card,2024-05-02
1c20993b-b5c3-4889-87b5-0ee7a143cdec,3dcc442c-8603-4a4b-b632-f6e442989fbe,Special,Electronics,3,282.39,UPI,2025-05-31
1e567ed1-b40e-43c3-9f62-4d167c2d2b9b,d658bf1c-4e4f-4c6f-9180-a7de627299b5,Year,Toys,5,889.44,Cash,2023-01-31
b8a5066c-cb0e-41ab-9cbf-0f4213b2f0b6,7acba00e-2df3-4100-82e0-7b503aaca9a1,Price,Clothing,2,580.1,Credit Card,2023-05-04
fe463f8e-0e9a-42fc-b852-5414fa8e23ae,2c5eb25a-fcfc-4fc5-b51a-27f89378a777,Heavy,Groceries,4,978.39,Debit Card,2025-02-21
b8acd90d-2f2f-4744-b68d-c18082ebe78f,3d011373-7d1c-4b86-a677-de9c4c814073,Say,Books,5,20.69,PayPal,2021-11-02
afa41dc6-733c-4a11-9e6b-157fc8c94bb8,af28319b-c73c-4ec0-8ccc-9cf7117eeea7,Five,Groceries,4,969.83,Debit Card,2025-07-16
039bc892-f295-4deb-9ad1-35c28872aa2d,b6792608-4df6-44e6-aa84-7d766f29b5e2,Surface,Clothing,1,359.4,UPI,2022-06-06
7a0ab90b-bacf-48d4-b9b4-424792cf62b9,7f0dad16-8085-4218-96e0-98ba4aed89d1,Something,Clothing,3,489.86,PayPal,2023-01-12
aa1565f9-feb8-4afc-a6ac-6c4aee7931e8,494e49b7-3c00-4b1f-b358-775afb2b407c,Help,Groceries,4,174.58,PayPal,2023-11-01
fb0d5b20-fb50-44bc-bb3f-a9c0ee62f58f,069c8224-cb3c-47c7-b466-117ec2745950,Something,Groceries,1,222.34,PayPal,2024-05-03
9bd927c4-44c5-468e-a0a7-3320263cbb13,1dd67d35-7b98-4ce7-8da0-0bc0d015634d,Have,Books,3,773.44,Credit Card,2022-09-11
